CYCLE	LEAVES	SPROUTS	FLOWERS	FRUITS	mineral
596	86.726963	13.92427	23.775155	0	1.276874
597	86.553509	12.077521	25.621903	0	1.376874
598	86.380402	10.475703	27.223721	0	1.476874
599	86.207641	9.086331	28.613093	0	1.576874
600	86.035226	7.881229	29.818195	0	1.676874
601	85.863155	6.835958	30.863467	0	1.776874
602	85.691429	5.929318	31.770106	0	1.876874
603	85.520046	5.142924	32.5565	0	1.976874
604	85.349006	4.460828	33.238596	0	2.076874
605	85.178308	3.869197	33.830227	0	2.176874
606	85.007952	3.356033	34.343391	0	2.276874
607	84.837936	2.910929	34.788495	0	2.376874
608	84.66826	2.556865	35.142559	0	2.501745
609	84.498923	2.28424	35.415184	0	2.660564
610	84.329925	2.28424	34.394997	1.020188	-0
611	84.161266	2.28424	34.265503	1.14968	0
612	83.992943	2.28424	34.136497	1.278685	-0
613	83.824957	2.28424	34.007977	1.407205	0
614	83.657307	2.28424	33.87994	1.53524	-0
615	83.489993	2.28424	33.752388	1.662793	0
616	83.323013	2.28424	33.625317	1.789866	-0
617	83.156367	2.28424	33.498722	1.916461	0
618	82.990054	2.28424	33.372604	2.042579	-0
619	82.824074	2.28424	33.24696	2.168223	0
620	82.658426	2.28424	33.121788	2.293393	-0
621	82.493109	2.28424	32.997089	2.418092	0
622	82.328123	2.28424	32.87286	2.542321	-0
623	82.163466	2.28424	32.7491	2.666083	0
624	81.999139	2.28424	32.625805	2.789379	-0
625	81.835141	2.28424	32.502972	2.912211	0
626	81.671471	2.28424	32.380604	3.03458	-0
627	81.508128	2.28424	32.258694	3.156489	0
628	81.345112	2.28424	32.137245	3.277938	-0
629	81.182421	2.28424	32.016254	3.398931	0
630	81.020057	2.28424	31.895718	3.519468	-0
631	80.858016	2.28424	31.775635	3.639551	0
632	80.6963	2.28424	31.656004	3.759181	-0
633	80.534908	2.28424	31.536823	3.878362	0
634	80.373838	2.28424	31.418091	3.997094	-0
635	80.21309	2.28424	31.299807	4.115379	0
636	80.052664	2.28424	31.181967	4.233218	-0
637	79.892559	2.28424	31.064571	4.350614	0
638	79.732774	2.28424	30.947617	4.467568	-0
639	79.573308	2.28424	30.831102	4.584081	0
640	79.414162	2.28424	30.715027	4.700156	-0
641	79.255333	2.28424	30.599388	4.815794	0
642	79.096823	2.28424	30.484186	4.930997	-0
643	78.938629	2.28424	30.369417	5.045766	0
644	78.780752	2.28424	30.255081	5.160102	-0
645	78.62319	2.28424	30.141174	5.274008	0
646	78.465944	2.28424	30.027697	5.387486	-0
647	78.309012	2.28424	29.914646	5.500536	0
648	78.152394	2.28424	29.802021	5.613161	-0
649	77.996089	0	0	0	0
